"","Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Market.Category","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Popularity","MSRP"
"10711","Subaru","Tribeca",2012,"regular unleaded",256,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,35895
"10712","Subaru","Tribeca",2012,"regular unleaded",256,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,30595
"10713","Subaru","Tribeca",2012,"regular unleaded",256,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,32595
"10714","Subaru","Tribeca",2013,"regular unleaded",256,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,32595
"10715","Subaru","Tribeca",2014,"regular unleaded",256,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,640,34095
"10716","Mazda","Tribute Hybrid",2008,"regular unleaded",133,4,"AUTOMATIC","front wheel drive",4,"Crossover,Hybrid","Compact","4dr SUV",30,34,586,27995
"10717","Mazda","Tribute Hybrid",2008,"regular unleaded",133,4,"AUTOMATIC","all wheel drive",4,"Crossover,Hybrid","Compact","4dr SUV",27,29,586,27235
"10718","Mazda","Tribute Hybrid",2008,"regular unleaded",133,4,"AUTOMATIC","all wheel drive",4,"Crossover,Hybrid","Compact","4dr SUV",27,29,586,29745
"10719","Mazda","Tribute Hybrid",2008,"regular unleaded",133,4,"AUTOMATIC","front wheel drive",4,"Crossover,Hybrid","Compact","4dr SUV",30,34,586,25485
"10720","Mazda","Tribute Hybrid",2009,"regular unleaded",177,4,"AUTOMATIC","front wheel drive",4,"Crossover,Hybrid","Compact","4dr SUV",31,34,586,29175
"10721","Mazda","Tribute Hybrid",2009,"regular unleaded",177,4,"AUTOMATIC","front wheel drive",4,"Crossover,Hybrid","Compact","4dr SUV",31,34,586,31695
"10722","Mazda","Tribute Hybrid",2009,"regular unleaded",177,4,"AUTOMATIC","all wheel drive",4,"Crossover,Hybrid","Compact","4dr SUV",27,29,586,30925
"10723","Mazda","Tribute Hybrid",2009,"regular unleaded",177,4,"AUTOMATIC","all wheel drive",4,"Crossover,Hybrid","Compact","4dr SUV",27,29,586,33445
"10724","Mazda","Tribute",2009,"regular unleaded",171,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",25,19,586,23545
"10725","Mazda","Tribute",2009,"regular unleaded",171,4,"MANUAL","front wheel drive",4,"Crossover","Compact","4dr SUV",28,22,586,19730
"10726","Mazda","Tribute",2009,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",26,18,586,25885
"10727","Mazda","Tribute",2009,"regular unleaded",171,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",28,20,586,24620
"10728","Mazda","Tribute",2009,"regular unleaded",240,6,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",24,17,586,24805
"10729","Mazda","Tribute",2009,"regular unleaded",171,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",25,19,586,24690
"10730","Mazda","Tribute",2009,"regular unleaded",171,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",25,19,586,26375
"10731","Mazda","Tribute",2009,"regular unleaded",240,6,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",24,17,586,25950
"10732","Mazda","Tribute",2009,"regular unleaded",171,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",28,20,586,22935
"10733","Mazda","Tribute",2009,"regular unleaded",171,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",28,20,586,21790
"10734","Mazda","Tribute",2009,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",26,18,586,24200
"10735","Mazda","Tribute",2009,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",26,18,586,23055
"10736","Mazda","Tribute",2009,"regular unleaded",240,6,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",24,17,586,27635
"10737","Mazda","Tribute",2010,"regular unleaded",171,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",26,20,586,24200
"10738","Mazda","Tribute",2010,"regular unleaded",171,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",26,20,586,27305
"10739","Mazda","Tribute",2010,"regular unleaded",171,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",28,21,586,23590
"10740","Mazda","Tribute",2010,"regular unleaded",171,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",28,21,586,25550
"10741","Mazda","Tribute",2010,"regular unleaded",171,4,"MANUAL","front wheel drive",4,"Crossover","Compact","4dr SUV",28,22,586,20405
"10742","Mazda","Tribute",2010,"regular unleaded",171,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",28,21,586,22445
"10743","Mazda","Tribute",2010,"flex-fuel (unleaded/E85)",240,6,"AUTOMATIC","front wheel drive",4,"Crossover,Flex Fuel","Compact","4dr SUV",25,19,586,27165
"10744","Mazda","Tribute",2010,"flex-fuel (unleaded/E85)",240,6,"AUTOMATIC","all wheel drive",4,"Crossover,Flex Fuel","Compact","4dr SUV",23,18,586,28915
"10745","Mazda","Tribute",2010,"regular unleaded",171,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",26,20,586,25345
"10746","Mazda","Tribute",2011,"regular unleaded",171,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",28,21,586,25700
"10747","Mazda","Tribute",2011,"regular unleaded",171,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",26,20,586,25495
"10748","Mazda","Tribute",2011,"regular unleaded",171,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",28,21,586,23740
"10749","Mazda","Tribute",2011,"flex-fuel (unleaded/E85)",240,6,"AUTOMATIC","all wheel drive",4,"Crossover,Flex Fuel","Compact","4dr SUV",23,18,586,29065
"10750","Mazda","Tribute",2011,"regular unleaded",171,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",28,21,586,22595
"10751","Mazda","Tribute",2011,"regular unleaded",171,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",26,20,586,24350
"10752","Mazda","Tribute",2011,"regular unleaded",171,4,"MANUAL","front wheel drive",4,"Crossover","Compact","4dr SUV",28,23,586,20555
"10753","Mazda","Tribute",2011,"regular unleaded",171,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",26,20,586,27455
"10754","Mazda","Tribute",2011,"flex-fuel (unleaded/E85)",240,6,"AUTOMATIC","front wheel drive",4,"Crossover,Flex Fuel","Compact","4dr SUV",25,19,586,27315
"10755","Mazda","Truck",2002,"regular unleaded",135,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",25,21,586,12840
"10756","Mazda","Truck",2002,"regular unleaded",207,6,"MANUAL","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",20,16,586,19885
"10757","Mazda","Truck",2002,"regular unleaded",147,6,"MANUAL","rear wheel drive",2,"N/A","Compact","Extended Cab Pickup",21,17,586,18090
"10758","Mazda","Truck",2002,"regular unleaded",207,6,"MANUAL","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",18,14,586,22630
"10759","Mazda","Truck",2002,"regular unleaded",147,6,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",21,17,586,15670
"10760","Mazda","Truck",2002,"regular unleaded",147,6,"MANUAL","four wheel drive",2,"N/A","Compact","Extended Cab Pickup",20,16,586,20575
"10761","Mazda","Truck",2003,"regular unleaded",207,6,"MANUAL","four wheel drive",2,"N/A","Compact","Extended Cab Pickup",17,14,586,21410
"10762","Mazda","Truck",2003,"regular unleaded",207,6,"MANUAL","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",17,14,586,23150
"10763","Mazda","Truck",2003,"regular unleaded",147,6,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",21,17,586,16975
"10764","Mazda","Truck",2003,"regular unleaded",147,6,"MANUAL","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",21,17,586,19215
"10765","Mazda","Truck",2003,"regular unleaded",135,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",26,21,586,13930
"10766","Mazda","Truck",2003,"regular unleaded",207,6,"MANUAL","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",20,15,586,20880
"10767","Mazda","Truck",2003,"regular unleaded",147,6,"MANUAL","rear wheel drive",2,"N/A","Compact","Extended Cab Pickup",21,17,586,18885
"10768","Mazda","Truck",2003,"regular unleaded",135,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Extended Cab Pickup",26,21,586,18050
"10769","Mazda","Truck",2003,"regular unleaded",207,6,"MANUAL","four wheel drive",2,"N/A","Compact","Extended Cab Pickup",17,14,586,19975
"10770","Nissan","Truck",1995,"regular unleaded",134,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Extended Cab Pickup",24,19,2009,2000
"10771","Nissan","Truck",1995,"regular unleaded",153,6,"MANUAL","rear wheel drive",2,"N/A","Compact","Extended Cab Pickup",20,16,2009,2121
"10772","Nissan","Truck",1995,"regular unleaded",134,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",24,19,2009,2000
"10773","Nissan","Truck",1995,"regular unleaded",134,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",24,19,2009,2000
"10774","Nissan","Truck",1995,"regular unleaded",153,6,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",20,16,2009,2000
"10775","Nissan","Truck",1995,"regular unleaded",134,4,"MANUAL","four wheel drive",2,"N/A","Compact","Extended Cab Pickup",19,16,2009,2281
"10776","Nissan","Truck",1995,"regular unleaded",153,6,"MANUAL","four wheel drive",2,"N/A","Compact","Extended Cab Pickup",17,14,2009,2436
"10777","Nissan","Truck",1995,"regular unleaded",153,6,"MANUAL","four wheel drive",2,"N/A","Compact","Extended Cab Pickup",17,14,2009,2494
"10778","Nissan","Truck",1995,"regular unleaded",134,4,"MANUAL","four wheel drive",2,"N/A","Compact","Regular Cab Pickup",19,16,2009,2130
"10779","Nissan","Truck",1996,"regular unleaded",134,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",24,19,2009,2000
"10780","Nissan","Truck",1996,"regular unleaded",134,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",24,19,2009,2122
"10781","Nissan","Truck",1996,"regular unleaded",134,4,"MANUAL","four wheel drive",2,"N/A","Compact","Extended Cab Pickup",18,15,2009,2762
"10782","Nissan","Truck",1996,"regular unleaded",134,4,"MANUAL","four wheel drive",2,"N/A","Compact","Regular Cab Pickup",18,15,2009,2354
"10783","Nissan","Truck",1996,"regular unleaded",134,4,"MANUAL","four wheel drive",2,"N/A","Compact","Extended Cab Pickup",18,15,2009,2647
"10784","Nissan","Truck",1996,"regular unleaded",134,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Extended Cab Pickup",24,19,2009,2547
"10785","Nissan","Truck",1996,"regular unleaded",134,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Extended Cab Pickup",24,19,2009,2326
"10786","Nissan","Truck",1997,"regular unleaded",134,4,"MANUAL","four wheel drive",2,"N/A","Compact","Extended Cab Pickup",18,15,2009,2918
"10787","Nissan","Truck",1997,"regular unleaded",134,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",23,19,2009,2391
"10788","Nissan","Truck",1997,"regular unleaded",134,4,"MANUAL","four wheel drive",2,"N/A","Compact","Extended Cab Pickup",18,15,2009,3140
"10789","Nissan","Truck",1997,"regular unleaded",134,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Extended Cab Pickup",23,19,2009,2550
"10790","Nissan","Truck",1997,"regular unleaded",134,4,"MANUAL","four wheel drive",2,"N/A","Compact","Regular Cab Pickup",18,15,2009,2676
"10791","Nissan","Truck",1997,"regular unleaded",134,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Regular Cab Pickup",23,19,2009,2241
"10792","Nissan","Truck",1997,"regular unleaded",134,4,"MANUAL","rear wheel drive",2,"N/A","Compact","Extended Cab Pickup",23,19,2009,2837
"10793","Acura","TSX Sport Wagon",2012,"premium unleaded (recommended)",201,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",30,22,204,35010
"10794","Acura","TSX Sport Wagon",2012,"premium unleaded (recommended)",201,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",30,22,204,31360
"10795","Acura","TSX Sport Wagon",2013,"premium unleaded (recommended)",201,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",30,22,204,35510
"10796","Acura","TSX Sport Wagon",2013,"premium unleaded (recommended)",201,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",30,22,204,31860
"10797","Acura","TSX Sport Wagon",2014,"premium unleaded (recommended)",201,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",30,22,204,35635
"10798","Acura","TSX Sport Wagon",2014,"premium unleaded (recommended)",201,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",30,22,204,31985
"10799","Acura","TSX",2012,"premium unleaded (recommended)",201,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",31,22,204,30010
"10800","Acura","TSX",2012,"premium unleaded (required)",280,6,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Midsize","Sedan",28,19,204,35550
"10801","Acura","TSX",2012,"premium unleaded (required)",280,6,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Midsize","Sedan",28,19,204,38650
"10802","Acura","TSX",2012,"premium unleaded (recommended)",201,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",31,22,204,33110
"10803","Acura","TSX",2012,"premium unleaded (recommended)",201,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",31,22,204,31010
"10804","Acura","TSX",2012,"premium unleaded (recommended)",201,4,"MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",29,21,204,31010
"10805","Acura","TSX",2013,"premium unleaded (recommended)",201,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",31,22,204,30510
"10806","Acura","TSX",2013,"premium unleaded (recommended)",201,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",31,22,204,31510
"10807","Acura","TSX",2013,"premium unleaded (recommended)",201,4,"MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",29,21,204,31510
"10808","Acura","TSX",2013,"premium unleaded (recommended)",201,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",31,22,204,33610
"10809","Acura","TSX",2013,"premium unleaded (recommended)",280,6,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Midsize","Sedan",28,19,204,39150
"10810","Acura","TSX",2014,"premium unleaded (recommended)",201,4,"MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",29,21,204,31635
"10811","Acura","TSX",2014,"premium unleaded (recommended)",201,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",31,22,204,30635
"10812","Acura","TSX",2014,"premium unleaded (recommended)",280,6,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Midsize","Sedan",28,19,204,39275
"10813","Acura","TSX",2014,"premium unleaded (recommended)",201,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",31,22,204,33735
"10814","Acura","TSX",2014,"premium unleaded (recommended)",201,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",31,22,204,31635
"10815","Audi","TT RS",2012,"premium unleaded (required)",360,5,"MANUAL","all wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",25,18,3105,56850
"10816","Audi","TT RS",2013,"premium unleaded (required)",360,5,"MANUAL","all wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",25,18,3105,57200
"10817","Audi","TT",2015,"premium unleaded (recommended)",211,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Convertible",31,22,3105,43350
"10818","Audi","TT",2015,"premium unleaded (recommended)",211,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Coupe",31,22,3105,40350
"10819","Audi","TT",2016,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury,Performance","Compact","Coupe",30,23,3105,42900
"10820","Audi","TT",2016,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Convertible",30,23,3105,46400
"10821","Audi","TT",2017,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Convertible",30,23,3105,47000
"10822","Audi","TT",2017,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury,Performance","Compact","Coupe",30,23,3105,43500
"10823","Audi","TTS",2015,"premium unleaded (required)",265,4,"AUTOMATED_MANUAL","all wheel drive",2,"Factory Tuner,Luxury,Performance","Compact","Convertible",31,22,3105,51700
"10824","Audi","TTS",2015,"premium unleaded (required)",265,4,"AUTOMATED_MANUAL","all wheel drive",2,"Factory Tuner,Luxury,Performance","Compact","Coupe",31,22,3105,48700
"10825","Audi","TTS",2016,"premium unleaded (required)",292,4,"AUTOMATED_MANUAL","all wheel drive",2,"Factory Tuner,Luxury,Performance","Compact","Coupe",27,23,3105,51900
"10826","Audi","TTS",2017,"premium unleaded (required)",292,4,"AUTOMATED_MANUAL","all wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",27,23,3105,52500
"10827","Hyundai","Tucson",2015,"regular unleaded",182,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",28,21,1439,26450
"10828","Hyundai","Tucson",2015,"regular unleaded",164,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",29,23,1439,21650
"10829","Hyundai","Tucson",2015,"regular unleaded",182,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",25,20,1439,27950
"10830","Hyundai","Tucson",2015,"regular unleaded",182,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",28,21,1439,23700
"10831","Hyundai","Tucson",2015,"regular unleaded",180,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",25,20,1439,25200
"10832","Hyundai","Tucson",2015,"regular unleaded",164,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",25,21,1439,23150
"10833","Hyundai","Tucson",2015,"regular unleaded",182,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",25,20,1439,25200
"10834","Hyundai","Tucson",2015,"regular unleaded",180,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",25,20,1439,27950
"10835","Hyundai","Tucson",2016,"regular unleaded",175,4,"AUTOMATED_MANUAL","front wheel drive",4,"Crossover","Compact","4dr SUV",33,26,1439,24150
"10836","Hyundai","Tucson",2016,"regular unleaded",175,4,"AUTOMATED_MANUAL","all wheel drive",4,"Crossover","Compact","4dr SUV",31,25,1439,25550
"10837","Hyundai","Tucson",2016,"regular unleaded",175,4,"AUTOMATED_MANUAL","front wheel drive",4,"Crossover","Compact","4dr SUV",30,25,1439,29900
"10838","Hyundai","Tucson",2016,"regular unleaded",164,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",26,21,1439,24100
"10839","Hyundai","Tucson",2016,"regular unleaded",175,4,"AUTOMATED_MANUAL","all wheel drive",4,"Crossover","Compact","4dr SUV",28,24,1439,31300
"10840","Hyundai","Tucson",2016,"regular unleaded",175,4,"AUTOMATED_MANUAL","all wheel drive",4,"Crossover","Compact","4dr SUV",28,24,1439,27550
"10841","Hyundai","Tucson",2016,"regular unleaded",175,4,"AUTOMATED_MANUAL","front wheel drive",4,"Crossover","Compact","4dr SUV",30,25,1439,26150
"10842","Hyundai","Tucson",2016,"regular unleaded",164,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",31,23,1439,22700
"10843","Hyundai","Tucson",2017,"regular unleaded",164,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",30,23,1439,22700
"10844","Hyundai","Tucson",2017,"regular unleaded",164,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",26,21,1439,24100
"10845","Hyundai","Tucson",2017,"regular unleaded",175,4,"AUTOMATED_MANUAL","front wheel drive",4,"Crossover","Compact","4dr SUV",30,25,1439,29775
"10846","Hyundai","Tucson",2017,"regular unleaded",175,4,"AUTOMATED_MANUAL","front wheel drive",4,"Crossover","Compact","4dr SUV",30,25,1439,25900
"10847","Hyundai","Tucson",2017,"regular unleaded",175,4,"AUTOMATED_MANUAL","all wheel drive",4,"Crossover","Compact","4dr SUV",28,24,1439,31175
"10848","Hyundai","Tucson",2017,"regular unleaded",175,4,"AUTOMATED_MANUAL","all wheel drive",4,"Crossover","Compact","4dr SUV",28,24,1439,27300
"10849","Hyundai","Tucson",2017,"regular unleaded",175,4,"AUTOMATED_MANUAL","front wheel drive",4,"Crossover","Compact","4dr SUV",32,26,1439,24150
"10850","Hyundai","Tucson",2017,"regular unleaded",175,4,"AUTOMATED_MANUAL","all wheel drive",4,"Crossover","Compact","4dr SUV",30,25,1439,25550
"10851","Toyota","Tundra",2015,"regular unleaded",310,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",18,14,2031,33210
"10852","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",18,13,2031,29120
"10853","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,44925
"10854","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,40685
"10855","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,44925
"10856","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,44000
"10857","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,33390
"10858","Toyota","Tundra",2015,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,33060
"10859","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,47975
"10860","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,34710
"10861","Toyota","Tundra",2015,"regular unleaded",310,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",19,15,2031,30160
"10862","Toyota","Tundra",2015,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,34710
"10863","Toyota","Tundra",2015,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,40685
"10864","Toyota","Tundra",2015,"regular unleaded",310,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",18,14,2031,31560
"10865","Toyota","Tundra",2015,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,44000
"10866","Toyota","Tundra",2015,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,35040
"10867","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,37030
"10868","Toyota","Tundra",2015,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,42550
"10869","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,42550
"10870","Toyota","Tundra",2015,"regular unleaded",310,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",18,14,2031,35530
"10871","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,33060
"10872","Toyota","Tundra",2015,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,37030
"10873","Toyota","Tundra",2015,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",17,13,2031,32170
"10874","Toyota","Tundra",2015,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,41385
"10875","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,39500
"10876","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,35040
"10877","Toyota","Tundra",2015,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,33390
"10878","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,41385
"10879","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,47975
"10880","Toyota","Tundra",2015,"regular unleaded",310,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",19,15,2031,32480
"10881","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,37635
"10882","Toyota","Tundra",2015,"regular unleaded",310,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",19,15,2031,28510
"10883","Toyota","Tundra",2015,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,47975
"10884","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,33980
"10885","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,30010
"10886","Toyota","Tundra",2015,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,31660
"10887","Toyota","Tundra",2015,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,47975
